wine_url,collected
https://www.vivino.com/GB/en/au-dutschke-sun-dried-shiraz/w/18212,False
https://www.vivino.com/GB/en/neagles-rock-misery/w/18215,False
https://www.vivino.com/GB/en/ventisquero-reserva-chardonnay/w/18218,False
https://www.vivino.com/GB/en/neagles-rock-sangiovese/w/18219,False
https://www.vivino.com/GB/en/ventisquero-reserva-merlot/w/18223,False
https://www.vivino.com/GB/en/neagles-rock-one-black-dog-reserve/w/18224,False
https://www.vivino.com/GB/en/page-mill-chardonnay/w/18226,False
https://www.vivino.com/GB/en/ventisquero-reserva-pinot-noir/w/18229,False
https://www.vivino.com/GB/en/ceago-vinegarden-kathleen-s-vineyard-sauvignon-blanc/w/18236,False
https://www.vivino.com/GB/en/ceago-vinegarden-del-lago-cabernet-franc/w/18237,False
https://www.vivino.com/GB/en/ceago-vinegarden-del-lago-syrah/w/18238,False
https://www.vivino.com/GB/en/ceago-vinegarden-ella-s-vineyard-chardonnay/w/18239,False
https://www.vivino.com/GB/en/ceago-vinegarden-del-lago-malbec/w/18240,False
https://www.vivino.com/GB/en/ceago-vinegarden-del-lago-cabernet-sauvignon/w/18242,False
https://www.vivino.com/GB/en/ceago-vinegarden-del-lago-muscat-canelli/w/18244,False
https://www.vivino.com/GB/en/ceago-vinegarden-camp-masut-merlot/w/18245,False
https://www.vivino.com/GB/en/ceago-vinegarden-del-lago-syrah-rose/w/18246,False
https://www.vivino.com/GB/en/marques-de-requena-shiraz-tempranillo/w/18248,False
https://www.vivino.com/GB/en/marques-de-requena-blanco/w/18249,False
https://www.vivino.com/GB/en/marques-de-requena-cava-brut-rosado/w/18250,False
https://www.vivino.com/GB/en/marques-de-requena-crianza/w/18251,False
https://www.vivino.com/GB/en/marques-de-requena-reserva/w/18252,False
https://www.vivino.com/GB/en/marques-de-requena-gran-reserva/w/18253,False
https://www.vivino.com/GB/en/torre-oria-los-claustros-crianza/w/18254,False
https://www.vivino.com/GB/en/torre-oria-gran-reserva/w/18258,False
https://www.vivino.com/GB/en/torre-oria-cava-brut/w/18259,False
https://www.vivino.com/GB/en/solis-fiano/w/18267,False
https://www.vivino.com/GB/en/solis-muscat-canelli/w/18268,False
https://www.vivino.com/GB/en/dona-dominga-old-vines-chardonnay-semillon/w/18271,False
https://www.vivino.com/GB/en/dona-dominga-old-vines-cabernet-sauvignon-carmenere/w/18272,False
https://www.vivino.com/GB/en/dona-dominga-old-vines-cabernet-sauvignon-merlot/w/18273,False
https://www.vivino.com/GB/en/dona-dominga-sauvignon-blanc-semillon/w/18275,False
https://www.vivino.com/GB/en/dona-dominga-carmenere/w/18276,False
https://www.vivino.com/GB/en/dona-dominga-old-vines-merlot/w/18278,False
https://www.vivino.com/GB/en/dona-dominga-reserva-chardonnay/w/18280,False
https://www.vivino.com/GB/en/dona-dominga-reserva-sauvignon-blanc/w/18281,False
https://www.vivino.com/GB/en/dona-dominga-reserva-viognier/w/18282,False
https://www.vivino.com/GB/en/dona-dominga-reserva-cabernet-sauvignon/w/18283,False
https://www.vivino.com/GB/en/dona-dominga-reserva-carmenere/w/18284,False
https://www.vivino.com/GB/en/dona-dominga-reserva-merlot/w/18286,False
https://www.vivino.com/GB/en/dona-dominga-founder-s-vineyard-gran-reserva-chardonnay/w/18288,False
https://www.vivino.com/GB/en/dona-dominga-pacific-vineyard-gran-reserva-viognier/w/18289,False
https://www.vivino.com/GB/en/casa-silva-coleccion-chardonnay/w/18298,False
https://www.vivino.com/GB/en/casa-silva-coleccion-sauvignon-blanc/w/18300,False
https://www.vivino.com/GB/en/casa-silva-coleccion-merlot/w/18302,False
https://www.vivino.com/GB/en/casa-silva-reserva-chardonnay/w/18305,False
https://www.vivino.com/GB/en/casa-silva-reserva-sauvignon-blanc/w/18306,False
https://www.vivino.com/GB/en/casa-silva-reserva-viognier/w/18308,False
https://www.vivino.com/GB/en/casa-silva-reserva-carmenere/w/18310,False
https://www.vivino.com/GB/en/casa-silva-gran-reserva-edicion-limitada-petit-verdot/w/18313,False
https://www.vivino.com/GB/en/casa-silva-reserva-cuvee-colchagua-viognier/w/18314,False
https://www.vivino.com/GB/en/casa-silva-late-harvest-semillon-gewurztraminer/w/18319,False
https://www.vivino.com/GB/en/casa-silva-quinta-generation-5th/w/18322,False
https://www.vivino.com/GB/en/casa-silva-altura/w/18323,False
