wine_url,collected
https://www.vivino.com/GB/en/pecheur-cremant-du-jura-brut/w/3048260,False
https://www.vivino.com/GB/en/terrae-melixia-erre-salice-salentino-riserva/w/3048264,False
https://www.vivino.com/GB/en/es-macia-batle-rosa-loy/w/3048273,False
https://www.vivino.com/GB/en/pantarotto-rosato/w/3048283,False
https://www.vivino.com/GB/en/san-bernardo-capriano-del-colle-rosso-capriano-del-colle/w/3048294,False
https://www.vivino.com/GB/en/biolettis-block-chardonnay/w/3048303,False
https://www.vivino.com/GB/en/weingut-leonhard-zeter-zeter-privat-sauvignon-blanc-trocken/w/3048307,False
https://www.vivino.com/GB/en/muhr-meteor/w/3048313,False
https://www.vivino.com/GB/en/borgo-molino-incrocio-manzoni/w/3048318,False
https://www.vivino.com/GB/en/leberl-burgenland-cabernet-sauvignon-merlot/w/3048325,False
https://www.vivino.com/GB/en/cabotin-embleme-corbieres/w/3048351,False
https://www.vivino.com/GB/en/antiche-vigne-monferrato-dolcetto/w/3048399,False
https://www.vivino.com/GB/en/sebestyen-szekszardi-gorogszoi-merlot/w/3048403,False
https://www.vivino.com/GB/en/ray-jane-bandol-cuvee-du-falun-vieille-vigne/w/3048432,False
https://www.vivino.com/GB/en/schieferkopf-via-saint-jacques-riesling/w/3048449,False
https://www.vivino.com/GB/en/weingut-burghof-oswald-spatburgunder-trocken/w/3048461,False
https://www.vivino.com/GB/en/marcel-amance-corton-charlemagne-grand-cru/w/3048509,False
https://www.vivino.com/GB/en/kocijancic-zanut-sauvignon/w/3048525,False
https://www.vivino.com/GB/en/adair-red/w/3048539,False
https://www.vivino.com/GB/en/kahrer-rosler-huhnerkoppel/w/3048540,False
https://www.vivino.com/GB/en/marques-de-requena-cava-brut-nature-sparkling/w/3048550,False
https://www.vivino.com/GB/en/valtravieso-ribera-del-duero-coleccion-privada-gran-valtravieso/w/3048563,False
https://www.vivino.com/GB/en/le-terre-del-normanno-montepulciano-d-abruzzo/w/3048568,False
https://www.vivino.com/GB/en/vallobera-spanish-demon/w/3048578,False
https://www.vivino.com/GB/en/louropel-vinho-verde-loureiro/w/3048579,False
https://www.vivino.com/GB/en/ciccariello-lazio-bellone/w/3048587,False
https://www.vivino.com/GB/en/ch-fattoria-moncucchetto-del-ticino-collina-d-oro-agra-rosso/w/3048616,False
https://www.vivino.com/GB/en/lahofer-veltlinske-zelene-kabinetni/w/3048629,False
https://www.vivino.com/GB/en/claudio-mariotto-montemirano-croatina/w/3048639,False
https://www.vivino.com/GB/en/graf-von-kreuzen-schloss-selection-pinot-noir/w/3048663,False
https://www.vivino.com/GB/en/les-coteaux-du-pic-cepage-nature-cabernet-sauvignon-red-wine/w/3048697,False
https://www.vivino.com/GB/en/fruscalzo-cabernet-sauvignon/w/3048719,False
https://www.vivino.com/GB/en/hof-breitenstein-nahe-munsterer-konigsschloss-morio-muskat/w/3048730,False
https://www.vivino.com/GB/en/domaine-des-rothis-pinot-blanc/w/3048750,False
https://www.vivino.com/GB/en/winkelmann-pfalz-duttweiler-kalkberg-halbtrocken-riesling/w/3048785,False
https://www.vivino.com/GB/en/baron-des-tours-vin-de-pay-s-saint-julien/w/3048816,False
https://www.vivino.com/GB/en/ernst-eifel-trittenheimer-riesling-spatlese/w/3048848,False
https://www.vivino.com/GB/en/gimenez-mendez-casco-viejo-reserva-de-familia-cabernet-sauvignon/w/3048859,False
https://www.vivino.com/GB/en/fermoy-estate-geographe-vineyards-shiraz/w/3048878,False
https://www.vivino.com/GB/en/paul-humbrecht-gewurztraminer-alsace-grand-cru-steinert/w/3048895,False
https://www.vivino.com/GB/en/nicolas-machet-champagne-selection-brut/w/3048908,False
https://www.vivino.com/GB/en/schembs-pinot-blanc-de-noir-trocken/w/3048915,False
https://www.vivino.com/GB/en/antonio-coscia-sole-piedmont/w/3048927,False
https://www.vivino.com/GB/en/vina-lobon-tempranillo/w/3048935,False
https://www.vivino.com/GB/en/anevski-winery-anevski-povardarie-dry-red-merlot/w/3048950,False
https://www.vivino.com/GB/en/ca-del-sette-rosso/w/3048969,False
https://www.vivino.com/GB/en/grafe-lecocq-aloxe-corton/w/3048978,False
https://www.vivino.com/GB/en/federalist-cabernet-sauvignon/w/3048981,False
https://www.vivino.com/GB/en/theranda-pinot-noir/w/3048999,False
https://www.vivino.com/GB/en/la-patareina-white-wood-chardonnay/w/3049036,False
https://www.vivino.com/GB/en/rudesheim-bistum-limburg-rheingau-rudesheim-schlossberg-kabinett-trocken-riesling/w/3049037,False
https://www.vivino.com/GB/en/estate-fernand-engel-terre-et-passion-pinot-gris-vendange-tardives-alsace/w/3049045,False
https://www.vivino.com/GB/en/o-pecchi-tavola-san-martino/w/3049058,False
https://www.vivino.com/GB/en/m-schomann-rivaner-trocken/w/3049070,False
https://www.vivino.com/GB/en/garrubba-incanto-rosa-spumante-extra-dry/w/3049071,False
https://www.vivino.com/GB/en/waratah-hills-south-gippsland-hope-s-reserve-pinot-noir/w/3049074,False
https://www.vivino.com/GB/en/a-quercia-manzoni-bianco/w/3049095,False
