year,id,wine_id,vintage_ratings_count,vintage_ratings_average
2012,166735476,8558817,26,4.0
2009,165029040,8558817,112,4.1
2018,165020921,8558916,10,4.1
2019,165020977,8558937,42,4.0
2019,165036568,8558942,31,3.6
2019,165021164,8558989,44,3.6
2018,165021226,8559006,12,3.8
2019,165024033,8559057,115,3.6
2019,165217297,8559285,11,3.5
2018,165050007,8559285,351,3.4
2020,166280490,8559517,40,3.8
2019,165056718,8559517,153,3.9
2018,165061449,8559517,29,3.6
2017,165058220,8559517,18,3.6
2018,165003415,8559549,23,3.7
2019,165023357,8559595,25,4.5
2019,165031991,8559693,46,4.2
2018,165024410,8559854,14,3.5
2020,165064343,8560893,19,3.7
2019,165028404,8560923,14,3.8
2019,165035093,8561055,173,3.6
2019,165029128,8561183,279,3.8
2017,165029152,8561191,22,3.7
2019,165014838,8561274,12,3.8
2019,165012401,8561357,22,3.0
2019,165030113,8561517,12,3.5
2018,165031214,8561844,16,3.4
2019,165583356,8562049,37,3.7
2018,165014775,8562049,23,3.8
2020,165517343,8562129,18,3.5
2019,165032210,8562129,65,3.5
2016,165033214,8562432,10,3.7
2020,165609877,8562523,93,2.9
2019,165033581,8562523,187,3.0
2010,165156884,8562523,13,3.0
2018,165280000,8563921,34,4.0
2017,165092746,8564085,273,4.1
2016,165039180,8564085,110,4.2
2015,165059315,8564085,15,3.6
2018,165109873,8564114,11,4.2
2019,165377888,8564124,13,4.2
2019,165039492,8564190,80,3.7
2018,165039613,8564231,16,3.8
2017,165492366,8564256,24,4.4
2019,165039732,8564297,12,3.5
2019,165039830,8564311,51,3.8
2015,165064870,8564458,627,4.4
2019,165135878,8564612,10,3.6
2018,165041118,8564691,19,4.2
2017,165096283,8564691,21,4.4
2019,165041307,8564743,103,3.5
2019,165115471,8564767,15,3.9
2019,165149180,8564957,11,4.3
2018,165069862,8564957,136,4.0
2017,165063893,8564957,530,4.1
2016,165061811,8564957,174,3.9
2015,165061662,8564957,884,4.2
2017,165042375,8565032,21,4.0
2020,165184984,8565134,40,3.5
2018,166036946,8565134,10,3.4
2019,165043110,8565212,40,3.9
2019,165048197,8565482,18,3.5
2018,165048145,8566558,15,3.5
2019,165442224,8566567,301,3.8
2015,165048185,8566567,165,3.7
2018,165114679,8566702,35,3.2
2015,165048919,8566806,12,4.5
2018,165049170,8566914,239,3.8
2018,165049240,8566945,15,4.1
2019,165052133,8567127,48,4.0
2019,165049807,8567166,144,3.4
2019,165049940,8567222,11,4.2
2019,165049945,8567223,51,3.8
2019,165049957,8567230,18,3.6
2019,165049970,8567233,33,3.7
2018,165050068,8567269,26,3.8
2017,165050120,8567291,48,3.3
2017,165758019,8567492,17,3.3
2020,165064503,8567619,10,3.4
2019,165251569,8567619,24,3.5
2019,165051450,8567726,21,3.9
2020,165963221,8567828,12,3.3
2019,165051799,8567828,92,3.7
2019,165053711,8567871,55,4.2
2018,165168067,8568111,13,3.4
2019,165053001,8568159,84,2.5
2018,165103412,8568159,35,2.6
2018,165053088,8568188,20,3.8
2019,165123939,8568338,270,3.8
2018,165060854,8568338,66,3.7
2017,165062749,8569924,101,3.6
2019,165419894,8569959,39,3.9
2019,165059699,8570038,39,3.2
2019,165352424,8570097,29,3.1
2014,165060050,8570172,16,4.4
2018,165060098,8570180,11,4.0
2019,165060088,8570187,22,4.3
2011,165729299,8570216,11,4.7
2018,165117461,8570261,38,3.6
2017,165060313,8570261,48,3.8
2019,165048016,8570273,117,3.8
2017,165060374,8570284,44,3.1
2018,165060955,8570483,17,3.4
2019,165061098,8570515,15,3.6
2018,165050732,8570538,34,3.3
2017,165102032,8570538,14,3.5
2016,165089883,8570538,14,3.9
2019,165131361,8570833,14,4.4
2019,165323092,8571206,56,3.8
2019,165109918,8571308,12,3.7
2019,165096969,8571831,17,3.6
2019,165148274,8571945,13,3.7
2019,165100341,8573349,108,3.6
2019,165071797,8573420,152,3.9
2017,165071998,8573488,77,4.0
2019,165072005,8573491,10,3.8
2019,165261837,8573559,37,3.4
2017,165109943,8573609,47,4.0
2016,165114529,8573609,40,4.2
2015,165116237,8573609,49,4.0
2019,165072370,8573634,43,3.3
2018,165072426,8573654,12,4.3
2016,165072451,8573663,39,4.2
2018,165072456,8573665,162,4.1
2014,165073371,8573950,19,3.9
2018,165074241,8574184,38,3.5
2017,165074418,8574234,45,3.9
2018,165188639,8574753,59,3.6
2019,165135615,8575165,53,3.5
2018,165077688,8575165,39,3.4
2019,165115400,8575595,39,4.0
2019,165067641,8577750,157,3.7
2018,165087334,8577914,138,3.6
2017,165087424,8577946,11,3.6
2020,165535738,8577958,12,4.0
2019,165087451,8577958,17,3.9
2018,165087533,8577988,27,3.9
2018,165087620,8578022,22,3.8
2016,165087771,8578085,114,4.5
2018,165069207,8578086,67,4.2
2020,165473116,8578202,11,3.8
2019,165112941,8578202,28,3.7
2018,165107850,8578202,96,3.5
2017,165116412,8578202,18,4.1
2015,165117390,8578202,10,3.4
2016,165088215,8578272,15,4.4
2018,165176387,8578284,58,3.8
2017,165088249,8578284,25,3.8
2017,165088436,8578352,29,4.1
2015,165127500,8578352,14,3.3
2019,165123954,8578355,172,4.1
2018,165089170,8578599,10,3.5
2018,165089381,8578669,12,4.1
2019,165094454,8578685,71,3.5
2018,165470230,8578685,17,3.5
2020,165143199,8578721,16,3.6
2019,165114079,8578721,146,3.6
2018,165111274,8578721,127,3.8
2017,165111598,8578721,35,3.8
2015,165112055,8578721,44,3.7
2019,165089738,8578772,25,4.0
2018,165090017,8578860,26,3.8
2018,165077817,8580062,26,3.6
2019,165137955,8580103,48,3.6
2018,165094273,8580103,34,3.9
2018,165137142,8580144,55,4.6
2018,165114495,8581767,89,3.9
2018,165100162,8581822,460,3.9
2017,165198789,8581822,15,4.3
2010,165150808,8581822,13,3.9
2017,165100226,8581853,16,3.7
2019,165100376,8581914,20,3.8
2019,165109143,8581917,12,3.8
2019,165679235,8582264,25,3.8
2017,165166175,8582264,21,3.5
2018,165101275,8582270,15,3.5
2019,165101396,8582317,34,3.3
2019,165101437,8582331,23,4.0
