year,id,wine_id,vintage_ratings_count,vintage_ratings_average
2019,163775247,8178535,75,3.7
2019,163770517,8178702,119,3.9
2018,163761099,8178721,27,3.8
2017,163761241,8178721,16,3.6
2018,163734495,8178733,28,3.8
2017,163737345,8178736,10,3.7
2019,163759164,8180436,30,4.1
2019,163742742,8180531,79,3.7
2017,163743852,8180547,178,3.9
2018,163736668,8180581,10,3.9
2020,164363542,8180762,17,3.3
2019,163744393,8180762,1131,3.4
2016,163744417,8180772,76,3.6
2018,163908578,8180796,21,3.5
2017,163744491,8180796,45,3.8
2017,163745342,8181106,16,4.4
2017,163769536,8181163,23,3.9
2016,163745515,8181163,38,4.1
2015,163769542,8181163,12,4.0
2014,163811032,8181163,17,3.9
2018,164480034,8181244,24,4.1
2018,163775329,8181763,77,3.7
2020,163769934,8183013,219,3.7
2016,163761490,8183049,20,4.6
2014,163752138,8183049,27,4.7
2019,164118863,8183093,34,3.8
2018,163960051,8183093,18,3.9
2019,163752554,8183215,47,3.0
2016,163752678,8183278,23,4.2
2019,165683197,8183318,11,3.4
2017,163752792,8183318,14,3.8
2016,163752812,8183324,31,4.3
2015,163752860,8183340,40,4.5
2018,164140282,8183391,28,3.9
2017,163785073,8183391,146,3.8
2015,163785414,8183391,23,4.1
2018,163748199,8183424,74,4.1
2018,163748240,8183436,27,3.7
2018,163780218,8183449,92,4.1
2019,164955000,8183601,41,3.8
2019,163896654,8183688,12,3.3
2018,163750472,8183688,18,3.6
2018,163753876,8183692,14,4.4
2018,163754155,8183787,20,4.2
2017,163793317,8183787,20,4.2
2018,163751938,8183843,25,2.9
2017,163784985,8183843,10,3.9
2019,163755024,8184036,75,3.8
2018,164008651,8184036,26,3.8
2020,164076357,8184062,14,4.1
2019,163755210,8184062,237,4.2
2016,163761127,8185755,77,4.4
2018,163761578,8185930,80,3.5
2011,163812218,8185930,12,3.4
2019,163810152,8185973,44,3.9
2019,163761722,8185993,10,3.2
2017,163761785,8186023,18,4.1
2018,163761813,8186035,12,4.6
2018,163761877,8186061,11,4.2
2019,163876527,8186149,14,3.7
2018,163762134,8186149,74,3.6
2019,164450649,8186236,15,4.0
2018,163762384,8186236,34,3.6
2019,163898336,8186248,22,3.5
2019,163804642,8186259,36,3.6
2018,163762441,8186259,20,3.6
2018,163762560,8186304,13,3.7
2019,167229093,8186343,14,3.4
2018,163762689,8186343,140,2.9
2018,163762753,8186362,34,4.3
2020,164180170,8188862,37,4.1
2019,163772007,8188957,38,2.7
2018,163785268,8188963,66,3.5
2018,163772108,8188993,54,3.5
2018,163772119,8188997,10,4.6
2018,163772153,8189009,54,3.4
2016,163772401,8189095,11,3.9
2019,163772495,8189138,15,3.4
2019,163877544,8189148,10,3.6
2018,163772648,8189192,10,3.5
2019,166663839,8189207,16,2.8
2018,163772671,8189207,23,2.6
2019,164829320,8189228,11,4.1
2016,163772808,8189267,43,3.7
2018,163772918,8189308,89,3.7
2019,163772953,8189326,14,4.3
2019,163773051,8189361,18,3.9
2016,163773097,8189372,12,4.3
2020,166136165,8189418,22,3.2
2019,163773232,8189418,16,3.4
2019,164127510,8189422,15,3.5
2018,163773654,8189562,42,4.0
2016,163773697,8189580,89,3.8
2019,163773776,8189612,108,3.3
