id,full_name,name,type_id,type,wine_region,winery,winery_region,country,ratings_count,ratings_average,alcohol,acidity,fizziness,intensity,sweetness,tannin,url
4392114,Fontezoppa Note Verdi Verdicchio di Matelica,Note Verdi Verdicchio di Matelica,2,White Wine,Verdicchio di Matelica,Fontezoppa,Marche,Italy,26,3.5,0.0,4.0433335,,3.0,2.0,,https://www.vivino.com/GB/en/fontezoppa-note-verdi-verdicchio-di-matelica/w/4392114
4392130,Vicara Uccelletta Grignolino del Monferrato Casalese,Uccelletta Grignolino del Monferrato Casalese,1,Red Wine,Grignolino del Monferrato Casalese,Vicara,Piemonte,Italy,87,3.7,0.0,2.83625,,3.6024997,1.4973683,3.370987,https://www.vivino.com/GB/en/vicara-uccelletta-grignolino-del-monferrato-casalese/w/4392130
4392163,La Collina Biancospino Valcalepio Bianco,Biancospino Valcalepio Bianco,2,White Wine,Valcalepio,La Collina,Lombardia,Italy,34,3.8,0.0,3.3843477,,3.9547825,1.5647825,,https://www.vivino.com/GB/en/la-collina-lombardia-biancospino-valcalepio-bianco/w/4392163
4392216,Harewood Estate Riesling,Riesling,2,White Wine,Great Southern,Harewood Estate,South West Australia,Australia,44,4.0,0.0,3.6973372,,3.1623077,1.6781065,,https://www.vivino.com/GB/en/harewood-riesling/w/4392216
4392231,Domaine Augustin Adeodat Collioure Blanc,Adeodat Collioure Blanc,2,White Wine,Collioure,Domaine Augustin,Collioure,France,149,4.0,14.5,2.688148,,3.1050372,1.0282964,,https://www.vivino.com/GB/en/domaine-augustin-domaine-augustin-collioure-adeodat-blanc/w/4392231
4392343,Franck Chavy Cuvée Julmary Brouilly,Cuvée Julmary Brouilly,1,Red Wine,Brouilly,Franck Chavy,Beaujolais,France,31,3.9,0.0,4.4418607,,1.7906977,1.2790698,2.3055813,https://www.vivino.com/GB/en/franck-chavy-cuvee-julmary-brouilly/w/4392343
4392365,Feudo Antico Trebbiano d'Abruzzo,Trebbiano d'Abruzzo,2,White Wine,Abruzzo,Feudo Antico,Abruzzo,Italy,34,3.4,0.0,3.975821,,2.9343283,2.1808956,,https://www.vivino.com/GB/en/feudo-antico-trebbiano-d-abruzzo/w/4392365
4392396,Mont Hauban Champagne Monthelon Brut,Champagne Monthelon Brut,3,Sparkling,Champagne,Mont Hauban,Champagne,France,19,3.6,0.0,4.7479997,5.0,4.17,,,https://www.vivino.com/GB/en/mont-hauban-champagne-monthelon-brut/w/4392396
4392428,Oblisco Tempranillo,Tempranillo,1,Red Wine,Ribera del Guadiana,Oblisco,Ribera del Guadiana,Spain,32,3.1,0.0,2.8551161,,4.0958138,1.0,3.931395,https://www.vivino.com/GB/en/oblisco-tempranillo/w/4392428
4392642,Bodegas Copaboca Ennius Frizzante Moscato,Ennius Frizzante Moscato,3,Sparkling,Castilla y León,Bodegas Copaboca,Castilla y León,Spain,157,3.2,0.0,3.137869,3.9754097,2.9672132,,,https://www.vivino.com/GB/en/copaboca-ennius-frizzante-moscato/w/4392642
4392693,Fattoria Laila Biancoperla Verdicchio dei Castelli di Jesi,Biancoperla Verdicchio dei Castelli di Jesi,2,White Wine,Verdicchio dei Castelli di Jesi,Fattoria Laila,Marche,Italy,243,3.7,0.0,3.9145148,,2.7897015,2.0593657,,https://www.vivino.com/GB/en/fattoria-laila-biancoperla-verdicchio-dei-castelli-di-jesi/w/4392693
4392708,Watson Family Vineyards Cabernet - Merlot,Cabernet - Merlot,1,Red Wine,Margaret River,Watson Family Vineyards,South West Australia,Australia,147,3.6,0.0,3.6301785,,4.8411903,1.6749406,3.4287503,https://www.vivino.com/GB/en/watson-family-vineyards-cabernet-merlot/w/4392708
4392715,Delogu Ide Isola dei Nuraghi,Ide Isola dei Nuraghi,2,White Wine,Isola dei Nuraghi,Delogu,Isola dei Nuraghi,Italy,97,4.0,0.0,2.789748,,3.7889915,1.2146219,,https://www.vivino.com/GB/en/delogu-ide-isola-dei-nuraghi/w/4392715
4392790,Anna et André Durrmann Riesling Raboehl de Granit,Riesling Raboehl de Granit,2,White Wine,Alsace,Anna et André Durrmann,Alsace,France,44,3.8,0.0,4.508611,,3.1140277,2.0291667,,https://www.vivino.com/GB/en/anna-et-andre-durrmann-riesling-raboehl-de-granit/w/4392790
4392801,Buon Tempo Brunello di Montalcino Riserva,Brunello di Montalcino Riserva,1,Red Wine,Brunello di Montalcino,Buon Tempo,Brunello di Montalcino,Italy,44,4.1,14.5,4.1392307,,2.5176926,1.0392308,3.606923,https://www.vivino.com/GB/en/buon-tempo-brunello-di-montalcino-riserva/w/4392801
4392823,Peter Zemmer Gewürztraminer Selection R,Gewürztraminer Selection R,2,White Wine,Südtirol - Alto Adige,Peter Zemmer,Südtirol - Alto Adige,Italy,87,4.1,14.5,2.1433334,,4.1266665,2.5869696,,https://www.vivino.com/GB/en/peter-zemmer-gewurztraminer-selection-r/w/4392823
