year,id,wine_id,vintage_ratings_count,vintage_ratings_average
2019,164672667,5739928,17,4.1
2018,160485062,5739928,29,3.8
2017,158867716,5739928,18,4.2
2015,154713395,5739928,67,4.0
2014,156664782,5739938,43,4.0
2012,154689209,5739938,27,4.1
2014,154689212,5739940,24,3.9
2011,154689225,5739946,27,4.4
2015,162074137,5739947,15,4.5
2014,160858365,5739947,19,4.4
2018,160780840,5739963,55,3.9
2017,157902635,5739963,57,4.5
2016,154689286,5739963,19,3.8
2020,163553622,5739996,59,4.1
2019,159619828,5739996,281,4.1
2018,156404699,5739996,945,4.2
2017,155349888,5739996,442,3.9
2016,154701119,5739996,401,3.9
2014,155012232,5739996,29,4.0
2011,155278295,5739996,31,4.4
2010,156429613,5739996,13,4.0
2018,156111879,5739999,620,3.7
2017,155139860,5739999,1402,3.7
2016,154812402,5739999,3100,3.7
2015,154694849,5739999,867,3.8
2014,154704022,5739999,10,3.5
2010,155126811,5739999,31,3.5
2019,163558492,5740000,28,4.2
2018,160027206,5740000,50,4.1
2017,156503702,5740000,56,3.9
2016,154689390,5740000,16,3.7
2019,160347734,5740001,26,3.3
2018,156397107,5740001,18,3.8
2016,154928527,5740001,24,3.6
2015,154781443,5740001,11,3.6
2019,161276456,5740014,35,4.0
2018,158945178,5740014,1013,3.9
2017,154869241,5740014,864,4.0
2016,154738523,5740014,1045,3.9
2015,154689432,5740014,33,3.8
2013,154692054,5740029,14,3.9
2014,154689517,5740043,17,3.7
2018,160900286,5740050,13,4.0
2017,160460405,5740050,55,4.1
2016,155521297,5740050,45,4.2
2014,154759906,5740050,16,3.9
2016,154690239,5740058,24,3.8
2018,157241553,5740064,68,3.4
2017,156589769,5740064,133,3.5
2016,154689601,5740064,49,3.3
2014,154691294,5740068,14,3.8
2018,159729531,5740116,52,2.8
2017,154800361,5740116,64,3.5
2016,154693564,5740116,145,3.2
2015,154720907,5740116,11,3.3
2017,154922743,5740181,27,3.9
2016,154756042,5740181,154,4.0
2015,154740755,5740181,13,4.0
2012,155178562,5740181,158,3.9
2011,154691499,5740181,384,4.0
2015,155815141,5740315,10,4.1
2014,155705698,5740315,13,3.5
2016,154758099,5740316,17,4.0
2015,158347850,5740319,12,3.4
2019,163948328,5740336,18,3.4
2017,156790749,5740336,16,3.5
2018,160397825,5740378,21,3.6
2017,155168654,5740378,22,3.7
2008,154690622,5740378,10,3.7
2019,162135552,5740399,15,4.4
2018,159939624,5740399,49,4.2
2017,156833142,5740399,21,4.0
2016,155950654,5740399,50,3.9
2015,155202107,5740399,15,3.8
2018,159103618,5740427,150,3.6
2017,155466149,5740427,82,3.7
2016,154768895,5740427,155,3.8
2018,161026141,5740430,10,3.2
2017,158760979,5740430,40,3.1
2016,155501759,5740430,37,3.4
2018,160319727,5740452,21,3.5
2016,155876015,5740452,19,3.7
2018,160319711,5740459,47,3.2
2016,154784107,5740459,80,2.9
2015,154762369,5740459,41,3.2
