id,full_name,name,type_id,type,wine_region,winery,winery_region,country,ratings_count,ratings_average,alcohol,acidity,fizziness,intensity,sweetness,tannin,url
9310964,Precision District Series Cabernet Sauvignon,District Series Cabernet Sauvignon,1,Red Wine,Rutherford,Precision,Napa Valley,United States,14,3.9,14.5,3.3956,,4.8375998,1.4582001,3.8839998,https://www.vivino.com/GB/en/precision-district-series-cabernet-sauvignon-rutherford/w/9310964
9311194,Veuve Sainte Dorée Réserve Champagne Grand Cru,Réserve Champagne Grand Cru,3,Sparkling,Champagne Grand Cru,Veuve Sainte Dorée,Champagne,France,14,3.6,12.5,4.5984616,3.4384618,3.8753846,,,https://www.vivino.com/GB/en/veuve-sainte-doree-reserve-champagne-grand-cru/w/9311194
9311359,Hook or Crook Reserve Field Blend,Reserve Field Blend,1,Red Wine,Lodi,Hook or Crook,Napa Valley,United States,196,3.7,13.9,3.3272328,,4.3205657,1.7507232,2.9156604,https://www.vivino.com/GB/en/hook-or-crook-reserve-field-blend/w/9311359
9313256,Schwedhelm Zellertal Limestone Riesling,Limestone Riesling,2,White Wine,Pfalz,Schwedhelm Zellertal,Pfalz,Germany,32,4.1,0.0,4.9790773,,2.9215384,1.0523077,,https://www.vivino.com/GB/en/schwedhelm-zellertal-limestone-riesling/w/9313256
9313303,Musa Noctuaria Tempranillo - Garnacha,Tempranillo - Garnacha,1,Red Wine,Vino de España,Musa Noctuaria,Vino de España,Spain,183,3.8,0.0,3.0517008,,3.8743534,1.2738096,2.8415647,https://www.vivino.com/GB/en/musa-noctuaria-tempranillo-garnacha/w/9313303
9313305,Laguna di Mare Verdicchio dei Castelli di Jesi Classico Superiore,Verdicchio dei Castelli di Jesi Classico Superiore,2,White Wine,Verdicchio dei Castelli di Jesi,Laguna di Mare,Verdicchio dei Castelli di Jesi,Italy,33,3.6,0.0,4.0958066,,2.8048387,1.9432257,,https://www.vivino.com/GB/en/laguna-di-mare-verdicchio-dei-castelli-di-jesi-classico-superiore/w/9313305
9313457,Château Virac Bordeaux,Bordeaux,1,Red Wine,Bordeaux,Château Virac,Bordeaux Supérieur,France,11,3.5,0.0,4.0,,4.0,1.0,4.0,https://www.vivino.com/GB/en/chateau-virac-bordeaux/w/9313457
9313541,J. de Villebois Cuvée Parcellaire Sancerre Blanc 'Les Bouffants',Cuvée Parcellaire Sancerre Blanc 'Les Bouffants',2,White Wine,Sancerre,J. de Villebois,Upper Loire,France,36,4.1,0.0,4.0,,2.0876923,1.0,,https://www.vivino.com/GB/en/j-de-villebois-cuvee-parcellaire-sancerre-blanc-les-bouffants/w/9313541
9313964,Kaapzicht Danie Steytler Pinotage,Danie Steytler Pinotage,1,Red Wine,Stellenbosch,Kaapzicht,Stellenbosch,South Africa,43,4.4,0.0,2.9830987,,4.0295777,1.6347889,3.446197,https://www.vivino.com/GB/en/kaapzicht-danie-steytler-pinotage/w/9313964
9314017,Nobel Chile Serafines Reserve Carménère,Serafines Reserve Carménère,1,Red Wine,Rapel Valley,Nobel Chile,Rapel Valley,Chile,58,3.5,13.5,3.2922854,,3.5788572,1.8325715,2.9251428,https://www.vivino.com/GB/en/nobel-chile-serafines-reserve-carmenere/w/9314017
