id,full_name,name,type_id,type,wine_region,winery,winery_region,country,ratings_count,ratings_average,alcohol,acidity,fizziness,intensity,sweetness,tannin,url
3490330,Château Maillard Cuvée Grand Rançon Graves,Cuvée Grand Rançon Graves,1,Red Wine,Graves,Château Maillard,Graves,France,244,3.4,0.0,4.1822367,,4.4874997,1.0018421,4.360395,https://www.vivino.com/GB/en/maillard-cuvee-grand-rancon-graves/w/3490330
3490341,Le Casematte Nero d'Avola,Nero d'Avola,1,Red Wine,Terre Siciliane,Le Casematte,Terre Siciliane,Italy,514,3.7,0.0,2.4325895,,4.5918183,2.5430303,2.8537738,https://www.vivino.com/GB/en/le-casematte-nero-d-avola/w/3490341
3490427,Viña Casa Romero Viento Puelche Reserva Malbec,Viento Puelche Reserva Malbec,1,Red Wine,Casablanca Valley,Viña Casa Romero,Santiago,Chile,96,4.1,14.5,2.9254904,,4.0668626,2.4117646,2.0,https://www.vivino.com/GB/en/vina-casa-romero-viento-puelche-reserva-malbec/w/3490427
3490472,Asinara Hassan,Hassan,1,Red Wine,Isola dei Nuraghi,Asinara,Sardegna,Italy,280,4.3,15.0,2.7320054,,4.438048,1.9828075,3.2242513,https://www.vivino.com/GB/en/asinara-hassan/w/3490472
3490502,Waldschütz Grüner Veltliner Classic,Grüner Veltliner Classic,2,White Wine,Kamptal,Waldschütz,Kamptal,Austria,29,3.6,0.0,3.3023255,,2.0,1.6976744,,https://www.vivino.com/GB/en/waldschutz-gruner-veltliner-classic/w/3490502
3490522,Moulin Gimié Louis Grand,Louis Grand,1,Red Wine,Pays d'Oc,Moulin Gimié,Vin de Pays,France,68,4.5,0.0,3.3363636,,4.0,1.0,3.6863637,https://www.vivino.com/GB/en/moulin-gimie-louis-grand/w/3490522
3490582,Sileni Estates Private Selection Sauvignon Blanc,Private Selection Sauvignon Blanc,2,White Wine,Hawke's Bay,Sileni Estates,Hawke's Bay,New Zealand,36,3.8,0.0,4.5156,,2.5,1.16,,https://www.vivino.com/GB/en/sileni-estates-private-selection-sauvignon-blanc/w/3490582
3490587,Banshee Jack Hill Vineyard Pinot Noir,Jack Hill Vineyard Pinot Noir,1,Red Wine,Sonoma Coast,Banshee,California,United States,64,4.1,0.0,3.606699,,3.0384464,2.2250488,2.502136,https://www.vivino.com/GB/en/banshee-jack-hill-vineyard-pinot-noir/w/3490587
3490592,La Suzienne Le Lutin Grignan-les-Adhémar Rosé,Le Lutin Grignan-les-Adhémar Rosé,4,Rosé Wine,Grignan-les-Adhémar,La Suzienne,Côtes-du-Rhône,France,35,3.4,0.0,3.0,,3.5,1.5,,https://www.vivino.com/GB/en/suzienne-le-lutin-grignan-les-adhemar-rose/w/3490592
3490597,Mazzei Zisola Azisa Sicilia,Zisola Azisa Sicilia,2,White Wine,Sicilia,Mazzei,Chianti,Italy,1751,3.7,0.0,3.3237417,,3.3721218,1.8084211,,https://www.vivino.com/GB/en/mazzei-zisola-azisa-sicilia/w/3490597
3490674,Bisci Verdicchio di Matelica Senex Riserva,Verdicchio di Matelica Senex Riserva,2,White Wine,Verdicchio di Matelica Riserva,Bisci,Marche,Italy,98,4.2,13.5,3.884068,,3.5123048,1.9838305,,https://www.vivino.com/GB/en/bisci-verdicchio-di-matelica-senex-riserva/w/3490674
3490704,Domaine Preignes le Vieux - Maison Robert Vic Viognier de la Moure,Viognier de la Moure,2,White Wine,Pays d'Oc,Domaine Preignes le Vieux - Maison Robert Vic,Vin de Pays,France,61,3.6,13.0,1.1621622,,3.5,2.0,,https://www.vivino.com/GB/en/domaine-preignes-le-vieux-maison-robert-vic-viognier-de-la-moure/w/3490704
3490712,Espiritu Criollo Chardonnay - Torrontés,Chardonnay - Torrontés,2,White Wine,Mendoza,Espiritu Criollo,Mendoza,Argentina,48,3.6,0.0,2.5,,3.5,1.5,,https://www.vivino.com/GB/en/espiritu-criollo-chardonnay-torrontes/w/3490712
3490766,Tenuta Nasano Abbraccio Cabernet,Abbraccio Cabernet,1,Red Wine,Ravenna,Tenuta Nasano,Emilia-Romagna,Italy,19,3.7,15.0,2.0,,4.0,1.5,2.5,https://www.vivino.com/GB/en/tenuta-nasano-abbraccio-cabernet/w/3490766
3490774,São João Lote Especial Branco,Lote Especial Branco,2,White Wine,Bairrada,São João,Bairrada,Portugal,144,3.7,12.0,3.6907213,,3.1062498,1.5128365,,https://www.vivino.com/GB/en/sao-joao-lote-especial-branco/w/3490774
3490812,Plazzer Chardonnay,Chardonnay,2,White Wine,Trentino,Plazzer,Trentino,Italy,36,3.0,0.0,3.1190476,,4.0,1.9942856,,https://www.vivino.com/GB/en/plazzer-chardonnay/w/3490812
3490879,Kikones Maron White,Maron White,2,White Wine,Ismaros,Kikones,Thrace,Greece,85,3.4,0.0,3.0961642,,3.8150685,3.2502737,,https://www.vivino.com/GB/en/ippeas-kikones-maron-white/w/3490879
3490899,Le Vigne di Sammarco Uve di Troia,Uve di Troia,1,Red Wine,Puglia,Le Vigne di Sammarco,Salento,Italy,98,3.9,13.0,2.0,,4.87971,2.3211594,2.6017392,https://www.vivino.com/GB/en/le-vigne-di-sammarco-uve-di-troia/w/3490899
3491197,Banshee Rice-Spivak Vineyard Pinot Noir,Rice-Spivak Vineyard Pinot Noir,1,Red Wine,Sonoma Coast,Banshee,California,United States,137,4.2,0.0,3.5405803,,2.929732,1.6243751,2.3013394,https://www.vivino.com/GB/en/banshee-rice-spivak-vineyard-pinot-noir-sonoma-coast/w/3491197
3491379,Hai Noah Merlot,Noah Merlot,1,Red Wine,Galilee,Hai,Galilee,Israel,21,3.3,14.0,2.0,,4.0,1.0,2.689655,https://www.vivino.com/GB/en/hai-noah-merlot/w/3491379
3491445,François Chartier Merlot Fronsac,Merlot Fronsac,1,Red Wine,Fronsac,François Chartier,Languedoc-Roussillon,France,142,3.4,0.0,3.0618749,,4.0,1.24375,3.0,https://www.vivino.com/GB/en/francois-chartier-merlot-fronsac/w/3491445
3491448,Bonacchi Molino del Piano Rosso di Montalcino,Molino del Piano Rosso di Montalcino,1,Red Wine,Rosso di Montalcino,Bonacchi,Toscana,Italy,14,4.0,0.0,3.1166666,,2.8666666,1.0,3.1,https://www.vivino.com/GB/en/cantine-bonacchi-molino-del-piano-rosso-di-montalcino/w/3491448
3491557,Amelia Park Trellis Cabernet - Merlot,Trellis Cabernet - Merlot,1,Red Wine,Margaret River,Amelia Park,Western Australia,Australia,329,3.6,14.5,3.4167256,,4.4615293,1.3206079,3.257039,https://www.vivino.com/GB/en/amelia-park-trellis-cabernet-merlot/w/3491557
3491561,Simone Joseph La Vigne Courbée Beaumes-de-Venise,La Vigne Courbée Beaumes-de-Venise,1,Red Wine,Beaumes-de-Venise,Simone Joseph,Côtes-du-Rhône,France,13,4.2,0.0,3.5,,4.0,1.0,3.5,https://www.vivino.com/GB/en/simone-joseph-beaumes-la-vigne-courbee/w/3491561
3491577,Yardstick Chardonnay,Chardonnay,2,White Wine,Elgin,Yardstick,Elgin,South Africa,189,4.1,13.0,3.433193,,3.9668374,1.8286144,,https://www.vivino.com/GB/en/yardstick-chardonnay/w/3491577
3491649,Acacia Carneros Reserve Chardonnay,Carneros Reserve Chardonnay,2,White Wine,Los Carneros,Acacia,Napa Valley,United States,18,3.3,0.0,2.6442308,,5.0,2.1730769,,https://www.vivino.com/GB/en/acacia-carneros-reserve-chardonnay/w/3491649
3491662,Bodega Familia Cassone Cassone Edición Especial Malbec - Cabernet Sauvignon,Cassone Edición Especial Malbec - Cabernet Sauvignon,1,Red Wine,Mendoza,Bodega Familia Cassone,Mendoza,Argentina,556,3.8,0.0,3.7933433,,4.4554734,2.0426035,3.5399408,https://www.vivino.com/GB/en/bodega-familia-cassone-cassone-edicion-especial-malbec-cabernet-sauvignon/w/3491662
3491687,Tenet Wines The Pundit,The Pundit,1,Red Wine,Columbia Valley,Tenet Wines,Washington,United States,5685,3.9,14.5,3.8367841,,4.0386834,1.7458957,3.5035045,https://www.vivino.com/GB/en/tenet-wines-the-pundit/w/3491687
3491743,Tenuta da Mar Opera Prima Veneto Pinot Grigio,Opera Prima Veneto Pinot Grigio,2,White Wine,Veneto,Tenuta da Mar,Veneto,Italy,40,3.9,0.0,2.9966667,,2.7878788,1.5,,https://www.vivino.com/GB/en/tenuta-da-mar-opera-prima-veneto-pinot-grigio/w/3491743
3491810,Previous Merlot,Merlot,1,Red Wine,Napa Valley,Previous,Napa Valley,United States,65,4.0,0.0,1.4887378,,4.007767,2.307767,1.9732039,https://www.vivino.com/GB/en/previous-merlot/w/3491810
3491907,Passaia Grand Tuscan,Grand Tuscan,1,Red Wine,Toscana,Passaia,Toscana,Italy,2393,3.7,13.5,3.146254,,3.0293052,2.0318382,2.9065888,https://www.vivino.com/GB/en/passaia-grand-tuscan/w/3491907
3492029,Domaine Peirière Réserve Cabernet Sauvignon,Réserve Cabernet Sauvignon,1,Red Wine,Pays d'Oc,Domaine Peirière,Pays d'Oc,France,297,3.3,0.0,3.7042675,,3.4880254,1.5957962,3.5001912,https://www.vivino.com/GB/en/domaine-peiriere-reserve-cabernet-sauvignon/w/3492029
3492135,Tommasi Tenuta Caseo Capinera Gialla Moscato,Tenuta Caseo Capinera Gialla Moscato,2,White Wine,Oltrepò Pavese,Tommasi,Valpolicella,Italy,151,4.0,0.0,3.2232275,,3.4279895,2.9815874,,https://www.vivino.com/GB/en/tommasi-tenuta-caseo-capinera-gialla-moscato/w/3492135
3492140,Bodegas Oreandes Solar de Alarcos Reserva,Solar de Alarcos Reserva,1,Red Wine,Rioja,Bodegas Oreandes,Rioja,Spain,1088,3.7,13.5,3.6351502,,3.9371827,1.7051731,4.128845,https://www.vivino.com/GB/en/bodegas-oreandes-solar-de-alarcos-reserva/w/3492140
3492243,Henri Latour & Fils Vieilles Vignes Auxey-Duresses,Vieilles Vignes Auxey-Duresses,1,Red Wine,Auxey-Duresses,Henri Latour & Fils,Côte de Beaune,France,137,3.8,0.0,3.8962963,,2.1925926,1.0,2.0296297,https://www.vivino.com/GB/en/henri-latour-fils-vieilles-vignes-auxey-duresses/w/3492243
3492296,Castelli The Sum Pinot Noir,The Sum Pinot Noir,1,Red Wine,Denmark,Castelli,Frankland River,Australia,116,3.5,0.0,3.3763413,,3.0367072,1.1265855,1.4791462,https://www.vivino.com/GB/en/castelli-the-sum-pinot-noir-red-wine-v-y8fml/w/3492296
3492498,Bodegas Oreandes Solar de Alarcos,Solar de Alarcos,1,Red Wine,Rioja,Bodegas Oreandes,Rioja,Spain,834,3.5,13.5,3.889399,,3.8112566,1.5546995,4.1119127,https://www.vivino.com/GB/en/bodegas-oreandes-solar-de-alarcos/w/3492498
3492626,Festís Reserva Brut Nature,Reserva Brut Nature,3,Sparkling,Catalunya,Festís,Cava,Spain,13,3.6,0.0,3.5932202,4.0,3.0,,,https://www.vivino.com/GB/en/festis-reserva-brut-nature/w/3492626
3492760,Bodegas Valdemar Dominios del Marquesado Gran Reserva,Dominios del Marquesado Gran Reserva,1,Red Wine,Rioja,Bodegas Valdemar,Rioja,Spain,221,4.0,0.0,3.87705,,3.6609004,1.46485,4.08195,https://www.vivino.com/GB/en/bodegas-valdemar-dominios-del-marquesado-gran-reserva/w/3492760
3492763,Francey-Vins Adonis Chasselas,Adonis Chasselas,2,White Wine,Saint-Saphorin,Francey-Vins,Vaud,Switzerland,11,4.0,0.0,4.0,,2.5,1.75,,https://www.vivino.com/GB/en/christophe-francey-adonis-chasselas/w/3492763
3492767,Gouffier Côte Chalonnaise 'Les Malpertuis',Côte Chalonnaise 'Les Malpertuis',2,White Wine,Côte Chalonnaise,Gouffier,Côte Chalonnaise,France,54,3.9,0.0,3.158644,,4.0,1.508983,,https://www.vivino.com/GB/en/gouffier-bourgogne-cote-chalonnaise-les-malpertuis/w/3492767
3492794,Astrolabe Malbec,Malbec,1,Red Wine,Cahors,Astrolabe,Fronton,France,761,3.7,0.0,3.0870526,,3.8031957,1.5600827,3.2466116,https://www.vivino.com/GB/en/astrolabe-fronton-malbec/w/3492794
3492797,Paul Wallace Crackerjack Red Blend,Crackerjack Red Blend,1,Red Wine,Cape South Coast,Paul Wallace,Elgin,South Africa,172,4.1,0.0,3.4408963,,3.6888752,1.8120036,3.1960106,https://www.vivino.com/GB/en/paul-wallace-crackerjack-red-blend-cape-south-coast/w/3492797
3492824,Siegrist Solidus Sauvignon Blanc,Solidus Sauvignon Blanc,2,White Wine,Pfalz,Siegrist,Pfalz,Germany,72,4.0,0.0,4.374227,,2.6293817,1.5128866,,https://www.vivino.com/GB/en/siegrist-sauvignon-blanc/w/3492824
3493008,Château de Francs L'Infini De Château de Francs Côtes de Francs,L'Infini De Château de Francs Côtes de Francs,1,Red Wine,Francs - Côtes de Bordeaux,Château de Francs,Francs - Côtes de Bordeaux,France,24,4.0,0.0,3.9285715,,4.0,1.0,3.9642856,https://www.vivino.com/GB/en/chateau-de-francs-l-infini-de-chateau-de-francs-cotes-de-francs/w/3493008
3493096,Scrucap Wines Pinot Noir,Pinot Noir,1,Red Wine,Cape Town,Scrucap Wines,Overberg,South Africa,72,3.3,0.0,3.6095521,,2.9319403,1.8997015,2.1105971,https://www.vivino.com/GB/en/scrucap-wines-pinot-noir/w/3493096
3493269,Vila Nova de Tazem Americo Encruzado,Americo Encruzado,2,White Wine,Dão,Vila Nova de Tazem,Dão,Portugal,47,3.6,0.0,4.0,,3.0,1.0,,https://www.vivino.com/GB/en/vila-nova-de-tazem-americo-encruzado/w/3493269
3493851,Liberated Cabernet Sauvignon,Cabernet Sauvignon,1,Red Wine,Sonoma County,Liberated,Sonoma County,United States,1811,3.7,0.0,3.1187112,,4.88718,1.5326527,3.5036905,https://www.vivino.com/GB/en/liberated-cabernet-sauvignon/w/3493851
3494184,Bertolini Chardonnay,Chardonnay,2,White Wine,Serra Gaúcha,Bertolini,Rio Grande do Sul,Brazil,218,3.7,0.0,2.6943479,,3.2643478,2.2847826,,https://www.vivino.com/GB/en/bertolini-chardonnay-serra-gaucha/w/3494184
