year,id,wine_id,vintage_ratings_count,vintage_ratings_average
2017,160241488,7022859,15,4.1
2020,165400778,7022937,29,3.7
2019,161447700,7022937,24,4.0
2018,159524299,7022937,14,3.9
2017,160232789,7022971,19,4.1
2016,159524404,7022971,25,4.1
2013,160063371,7023013,18,4.4
2012,159565671,7023013,46,4.2
2011,159542567,7023013,38,4.4
2010,159524526,7023013,85,4.5
2019,160436503,7023026,184,4.1
2018,159524563,7023026,225,4.1
2018,163188279,7023051,42,3.2
2016,159524682,7023063,11,4.0
2018,159525448,7023262,18,3.3
2016,159525477,7023267,23,3.3
2016,159525989,7023398,19,3.6
2020,163083514,7023518,154,3.4
2019,161576420,7023518,464,3.6
2018,159644304,7023518,199,3.6
2017,159573339,7023518,34,3.5
2016,159651177,7023518,14,3.7
2018,159528833,7024054,163,3.6
2017,159785595,7024109,11,4.6
2016,159528977,7024109,11,4.0
2018,159709958,7024124,12,3.4
2017,161551167,7024187,14,4.3
2018,161076458,7024200,23,3.2
2017,159529189,7024200,16,3.3
2018,161632093,7024225,10,3.9
2020,163845707,7024258,18,3.9
2019,159661884,7024258,33,3.8
2018,159661883,7024258,1119,4.0
2017,159526747,7024258,43,3.9
2015,159548185,7024262,20,3.9
2019,160200647,7024269,464,3.9
2018,161497146,7024269,897,3.9
2017,159529370,7024269,2200,3.8
2015,160148419,7024275,26,4.1
2019,162138782,7024299,23,3.8
2018,159529435,7024299,18,3.9
2015,160790727,7024374,26,3.8
2017,159573266,7024380,11,4.1
2019,162754354,7024410,74,3.7
2018,160557830,7024410,130,3.1
2017,159643894,7024410,33,3.7
2016,160073643,7024420,20,3.7
2019,163333243,7024434,10,3.8
2018,159778784,7024434,15,3.4
2016,159699435,7024640,20,3.5
2017,161435340,7024736,37,4.0
2016,159530484,7024736,52,3.7
2018,159869883,7024798,16,3.3
2015,159530798,7024798,31,3.7
2013,159536729,7024798,18,3.1
2018,161614572,7024829,41,3.8
2017,159530943,7024829,81,3.8
2015,159936593,7024829,12,3.7
2017,159580644,7024836,34,3.3
2017,159531942,7025057,44,3.5
2018,160669858,7025600,14,3.5
2016,159575011,7025600,40,4.0
2015,159681470,7025600,25,3.9
2014,159534274,7025600,17,3.9
2019,161909458,7025697,244,3.3
2018,159540477,7025697,264,3.4
2017,159534647,7025697,168,3.3
2017,163225514,7025715,71,3.8
2016,159534730,7025715,61,3.6
2017,160873876,7025720,24,3.8
2015,159537359,7025720,54,4.3
2017,160088651,7025725,45,4.2
2016,159537360,7025725,72,4.2
2018,160045971,7025749,64,4.1
2017,159534847,7025749,84,4.1
2011,159651048,7025749,15,4.3
2019,159581939,7025794,53,3.5
2018,159575838,7025794,279,3.8
2016,159534999,7025794,1120,3.6
2010,159812282,7025794,12,3.4
2017,160260970,7025808,38,4.3
2016,159823272,7025808,28,4.2
2015,159535046,7025808,19,4.6
2017,159534714,7025815,35,3.3
2015,159535107,7025834,10,3.5
2018,159558490,7025839,34,3.8
2017,159535121,7025839,55,3.8
2013,160201788,7025891,11,4.1
2019,166775134,7025916,13,3.7
2018,160347029,7025916,10,3.8
2017,160215946,7025916,125,3.7
2016,159536199,7025916,19,4.0
2017,159535346,7025922,43,3.2
2017,159533017,7025931,12,3.8
2018,160465673,7025935,14,3.8
2017,159553084,7025935,14,3.7
2019,165588840,7025955,70,4.2
2018,159889632,7025955,11,4.0
2017,159551912,7025955,13,4.2
2016,159535419,7025955,22,4.3
2017,160421288,7025968,11,3.5
2015,159536685,7025968,13,3.7
2018,161869181,7025991,18,3.8
2017,159547356,7025991,31,3.7
2016,159644636,7026004,10,4.2
2015,159532346,7026004,17,4.2
2018,160218483,7026035,104,3.9
2017,159535618,7026035,93,3.9
2016,159535906,7026145,29,4.7
2016,160435634,7026162,10,3.6
