year,id,wine_id,vintage_ratings_count,vintage_ratings_average
2020,165642165,5358518,43,3.0
2019,161137369,5358518,57,3.0
2018,158097891,5358518,19,3.1
2017,154205130,5358518,36,2.9
2016,152188718,5358518,45,2.6
2015,152184815,5358518,22,3.1
2016,158526109,5358523,21,4.2
2015,155220040,5358523,10,3.7
2014,152221677,5358523,41,3.8
2017,152656666,5358529,22,3.7
2015,152215814,5358529,33,3.6
2014,154900017,5358530,10,4.4
2017,160423132,5358533,10,3.9
2014,154507970,5358533,46,4.2
2015,152348500,5358536,20,4.0
2016,152721159,5358539,27,3.9
2015,152327970,5358539,10,3.4
2014,153288921,5358543,11,4.5
2013,152469066,5358543,18,4.4
2012,152504749,5358543,10,4.2
2019,159680248,5358545,33,4.0
2018,156819979,5358545,111,4.2
2017,155013275,5358545,190,4.2
2016,152208673,5358545,63,4.1
2015,152183071,5358545,69,4.0
2013,152183069,5358545,20,4.1
2008,155602095,5358545,12,4.0
1988,152199392,5358545,18,4.6
2018,160999336,5358547,15,3.4
2016,154662139,5358547,16,3.5
2015,152172054,5358547,23,3.9
2018,156448223,5358549,107,4.1
2017,156705456,5358549,81,4.2
2016,152416243,5358549,45,4.2
2015,152339717,5358549,69,4.2
2017,157645970,5358563,11,3.5
2016,153271037,5358563,11,3.7
2018,160286162,5358581,27,4.1
2017,157271316,5358581,11,3.9
2019,162468683,5358637,71,4.2
2018,157739864,5358637,264,4.2
2017,152491767,5358637,304,4.1
2016,152491769,5358637,208,4.0
2015,152601769,5358637,15,3.6
2017,156328679,5358651,14,4.4
2013,152172690,5358676,12,3.5
2016,152172813,5358692,11,3.0
2016,157028054,5358695,10,3.7
2016,154416537,5358701,11,3.8
2015,152244086,5358701,29,3.9
2014,152376669,5358701,13,3.5
2013,152310466,5358701,10,4.0
2015,152798186,5358704,24,4.2
2014,152890035,5358704,14,4.1
2013,152187465,5358704,12,4.2
2015,152173066,5358732,13,3.5
2013,153211446,5358752,13,3.8
2015,152798188,5358754,17,3.3
2013,152310653,5358766,19,4.8
2018,161553709,5358775,50,3.9
2017,155095132,5358775,53,3.9
2016,154879340,5358775,50,3.8
2015,152172953,5358775,18,3.9
2015,152927762,5358818,20,3.4
2019,164356668,5358834,11,3.9
2016,153120250,5358834,13,4.1
2016,159706459,5358853,20,4.0
2015,152173756,5358853,32,4.0
2016,156649711,5358936,22,4.1
2015,152174216,5358936,24,4.1
2017,157642064,5358952,31,3.5
2016,152390836,5358952,65,3.3
2015,152404709,5358952,50,3.3
2017,158207518,5358953,11,3.8
2016,152440287,5358953,19,3.8
2017,160814169,5358955,25,3.6
2015,157382916,5358955,43,4.1
2014,152272509,5358955,23,3.3
2019,160269600,5358956,144,3.3
2018,158847916,5358956,186,3.5
2017,154183667,5358956,570,3.5
2016,152204522,5358956,440,3.4
2015,152192673,5358956,111,3.6
2010,152264510,5358956,58,3.6
2016,160918818,5358963,10,4.6
2015,157076036,5358963,15,4.9
2014,155597526,5358963,16,4.9
2013,152926482,5358963,20,4.4
2018,160113957,5359017,33,3.5
2017,152925667,5359017,16,3.6
2016,154227759,5359017,42,3.8
2015,152174627,5359017,44,3.5
2012,152178378,5359041,24,4.3
2016,159137152,5359042,42,4.0
2015,158139008,5359042,10,4.2
2014,154728260,5359042,51,4.1
2014,154531188,5359055,10,4.1
2017,159530476,5359572,13,4.5
2013,152410254,5359572,12,4.3
2017,158515421,5359831,39,4.2
2016,157054542,5359831,24,4.0
2015,154201549,5359831,54,4.3
2014,152181119,5359921,94,4.6
2016,156437979,5359933,26,3.4
2014,152181160,5359933,12,3.6
2019,163759788,5359953,10,3.9
2018,156375256,5359953,164,3.5
2017,152209255,5359953,241,3.5
2016,152187039,5359953,189,3.4
2017,157622543,5359974,21,3.5
2015,152181324,5359974,12,3.4
2017,158373564,5359975,11,4.0
2014,152256342,5359975,11,4.3
2017,154943922,5359994,43,3.6
2016,152304210,5359994,35,3.5
2015,152181443,5359994,44,3.2
2017,157705440,5360000,12,4.5
2016,153358013,5360000,15,4.5
2015,156538116,5360000,14,4.3
2014,152743337,5360000,14,4.0
2019,160426857,5360006,50,3.7
2018,158216592,5360006,249,3.9
2017,154176492,5360006,33,3.4
2016,153374195,5360006,463,3.8
2015,153374193,5360006,70,3.6
2014,154877124,5360006,68,3.3
2013,153057070,5360006,15,3.5
2012,152350146,5360006,58,3.4
2017,160554480,5360007,15,4.7
2016,159583868,5360007,25,4.6
2015,154894306,5360007,21,4.8
2014,152607534,5360007,19,4.8
2014,153167629,5360013,15,4.6
2013,152693887,5360013,11,4.4
2019,160148836,5360017,71,3.8
2017,160804990,5360017,253,3.7
2015,152181517,5360017,177,3.6
2016,154643595,5360024,34,4.2
2015,152181573,5360024,19,3.9
2014,152191584,5360024,12,4.4
2017,152399742,5360026,200,3.4
2016,152399731,5360026,231,2.9
2015,152181578,5360026,196,3.3
2015,156397048,5360049,10,3.9
2016,156653635,5360073,13,3.5
2015,152273443,5360073,22,3.5
2018,163153630,5360083,14,3.8
2015,152181754,5360083,16,3.7
2017,156769291,5360108,12,4.0
2016,153385855,5360108,15,4.2
2015,152828899,5360108,11,4.0
2017,157191166,5360111,11,4.0
2016,152177342,5360111,12,3.4
2016,161625788,5360112,17,4.1
2014,152723460,5360112,14,4.6
2017,157555819,5360125,11,3.9
2019,165283869,5360144,32,3.5
2018,156732210,5360144,32,3.6
2017,156676978,5360144,43,4.0
2016,152221357,5360144,45,3.7
2015,155182082,5360151,17,4.1
2014,153130990,5360151,37,4.3
2016,155182653,5360156,33,3.6
2015,152891418,5360156,130,3.8
2014,154729764,5360156,47,3.9
2013,155017540,5360156,89,3.8
2012,152181985,5360156,94,3.8
2011,152213804,5360156,22,4.0
2016,153288517,5360164,16,4.1
2015,152190488,5360164,10,4.0
2018,156803300,5360165,63,3.9
2017,154456494,5360165,102,4.0
2016,152359745,5360165,209,4.0
2015,152359742,5360165,112,3.8
2014,152182012,5360165,12,4.0
2017,159205285,5360174,23,3.9
2015,154716147,5360174,12,4.2
2017,158547667,5360197,20,3.6
2016,154324345,5360197,28,4.0
2015,152182129,5360197,36,3.8
2014,152185078,5360197,13,3.7
2016,155095262,5360199,14,3.7
2015,152182137,5360199,15,3.6
2015,152182152,5360204,31,4.3
2015,152459043,5360232,22,3.8
2016,159659149,5360233,59,4.2
1992,164370737,5360233,21,4.1
2014,152182463,5360292,12,3.5
2017,154609772,5360297,11,4.1
2016,154264203,5360297,18,3.6
2015,152182506,5360297,33,3.8
2014,155084708,5360307,11,4.0
2019,163667298,5360322,35,3.6
2018,156975873,5360322,92,3.5
2017,156779028,5360322,199,3.9
2016,152300654,5360322,98,3.8
2015,152183811,5360322,66,3.8
2018,159187151,5360328,11,3.7
2016,152682887,5360328,11,3.9
1993,74342818,5360343,12,4.5
