year,id,wine_id,vintage_ratings_count,vintage_ratings_average
2011,107890969,4173468,11,4.2
2009,149693577,4173468,23,3.9
2008,105247494,4173468,41,3.9
2016,151860396,4173586,15,3.8
2015,150543184,4173586,40,3.5
2014,105268036,4173586,134,3.5
2012,133842530,4173586,13,3.2
2011,106653699,4173586,46,3.6
2010,108424033,4173586,53,3.5
2019,163315044,4173630,16,4.0
2018,158608781,4173630,127,3.7
2017,155987467,4173630,51,4.0
2016,151381998,4173630,45,3.8
2015,152747642,4173630,47,3.9
2014,142319805,4173630,86,3.8
2013,141757888,4173630,30,4.1
2011,105280164,4173646,15,4.3
2018,158909363,4173660,16,3.9
2015,105960440,4173660,11,3.2
2019,161507195,4173668,38,4.0
2018,156915231,4173668,50,4.0
2017,154167776,4173668,99,3.7
2016,150202286,4173668,50,3.4
2015,144271634,4173668,53,3.7
2014,146977600,4173668,15,3.5
2013,111083954,4173668,10,2.7
2010,155192244,4173668,19,3.5
2012,141634708,4173891,28,4.0
2013,105415574,4174210,16,4.6
2014,105416329,4174217,13,4.3
2016,154891207,4174255,22,4.4
2014,105425096,4174255,53,4.1
2013,119034079,4174255,30,3.9
2016,157622550,4174259,13,4.2
2014,110311251,4174259,25,4.1
2015,150018201,4174301,20,3.9
2011,146271851,4174301,18,4.2
2016,145946861,4174381,186,3.8
2015,126260521,4174381,178,3.8
2014,114551943,4174381,169,4.0
2014,148024167,4174437,22,4.1
2013,141752273,4174437,49,3.7
2012,105477380,4174437,95,3.9
2014,113223395,4174463,19,3.8
2015,145371077,4174490,53,3.8
2014,141510180,4174490,274,3.7
2013,108731368,4174490,218,3.7
2012,105496773,4174490,210,3.5
2011,144318092,4174490,93,3.4
2010,141298162,4174490,69,3.7
2009,146253175,4174490,15,3.8
2014,105509085,4174508,11,4.0
2014,145054860,4174549,62,4.3
2013,116343506,4174549,50,4.2
2015,143523503,4174623,18,4.1
2010,105551749,4174623,46,4.2
2014,105561249,4174642,253,3.6
2011,117790656,4174642,13,3.5
2018,158913554,4174644,10,3.7
2016,119671035,4174644,31,4.0
2015,143686463,4174644,35,3.9
2014,120622841,4174644,21,3.6
2013,106856527,4174644,25,4.0
2012,131504345,4174718,14,3.5
2018,163692597,4174724,23,3.8
2019,161447413,4174764,18,4.0
2017,155038884,4174764,15,3.3
2016,151094692,4174764,14,3.8
2015,139416266,4174764,11,3.8
2016,150728310,4174776,202,3.9
2015,148046700,4174776,138,3.8
2013,114143674,4174776,124,3.9
2012,114143925,4174776,60,3.8
2014,151957926,4174778,17,4.2
2017,156771602,4174841,24,4.4
2016,147161347,4174841,18,4.4
2015,149611844,4174841,23,4.3
2014,144367332,4174841,19,4.1
2013,143148592,4174841,42,4.3
2012,118450622,4174841,70,4.3
2011,125106621,4174841,14,4.1
2010,111630475,4174841,15,4.2
2017,158239426,4174863,10,3.5
2019,162989062,4174884,20,3.6
2014,105647283,4174909,90,3.6
2019,163241655,4174921,36,3.9
2018,157407764,4175004,29,3.8
2017,159673907,4175004,54,3.7
2016,154942530,4175004,38,3.3
2015,151778970,4175004,26,3.6
2014,141512141,4175004,29,3.6
2013,105670479,4175004,25,3.2
2018,159915425,4175030,85,3.6
2017,157689504,4175030,13,3.8
2016,152919095,4175030,83,3.6
2014,141611332,4175030,41,3.9
2013,143994446,4175030,28,3.9
2011,155094734,4175030,32,3.4
2008,157689503,4175030,16,3.0
2014,105686059,4175048,12,3.8
2013,124483364,4175131,28,4.5
2012,141458072,4175131,13,3.6
2016,158841522,4175141,16,3.6
2015,151407308,4175141,69,3.4
2014,142458202,4175141,46,3.7
2012,146614577,4175141,26,3.6
2019,161569987,4175169,14,4.1
2018,157593248,4175169,24,3.5
2017,151460183,4175169,134,3.5
2016,106662370,4175169,640,3.7
2015,141591178,4175169,451,3.7
2014,110120162,4175169,367,3.8
2013,106661859,4175169,296,3.8
2012,106662177,4175169,42,3.6
2011,132989673,4175169,23,3.7
2010,106662411,4175169,17,3.5
1991,155576146,4175169,12,3.8
1966,26050464,4175169,19,3.7
2018,156472458,4175200,33,3.7
2017,150617456,4175200,74,3.6
2016,152385757,4175200,58,3.6
2015,127042671,4175200,91,3.9
2014,141842719,4175200,21,3.8
2018,158616052,4175218,89,3.6
2017,157158759,4175218,32,3.4
2016,151631486,4175218,99,3.4
2015,105890012,4175218,275,3.6
2014,108201083,4175218,190,3.5
2013,106399233,4175258,11,3.9
2016,159687838,4175329,40,4.1
2007,143710556,4175329,16,4.3
2006,141199209,4175329,10,3.7
2017,154417960,4175349,18,4.0
2016,157941023,4175349,31,3.4
2015,144777456,4175349,253,3.5
2014,105784104,4175349,54,3.7
2013,113554157,4175349,20,3.7
2012,113166406,4175349,44,3.6
2017,154446708,4175362,19,3.4
2016,145709043,4175362,24,3.8
2018,158914344,4175393,41,3.5
2017,152948881,4175393,75,3.2
2016,147144277,4175393,67,3.3
2015,105790888,4175393,50,3.2
2015,150954583,4175401,17,4.4
2014,150469787,4175401,18,4.1
2013,129708191,4175401,23,3.9
2015,150914166,4175405,11,4.5
2014,147098054,4175405,12,4.0
2013,146966805,4175405,10,3.7
2016,146499191,4175420,33,4.4
2015,142786975,4175420,56,4.5
2014,143551376,4175420,65,4.4
2012,105794270,4175420,80,4.6
2015,154193559,4175459,20,4.4
2014,151719556,4175459,15,3.8
2013,105799073,4175459,17,3.9
2013,105804052,4175480,22,4.1
2018,162178343,4175509,16,3.8
2017,155728268,4175509,84,3.9
2016,153312035,4175509,55,3.9
2015,145808789,4175509,63,3.7
2014,105808358,4175509,10,3.8
2014,155324915,4175515,26,3.6
2013,153372327,4175515,26,3.8
2012,144588694,4175515,32,3.6
2011,131915071,4175515,17,3.8
2017,166270379,4175533,13,3.5
2016,145090535,4175533,173,3.8
2014,147158069,4175533,21,3.8
2012,141572628,4175533,57,3.8
2010,105813974,4175533,86,3.6
2015,155247734,4175583,36,3.8
2014,150176468,4175583,11,3.7
2019,159908248,4175593,80,3.8
2018,157660291,4175593,147,3.6
2017,152763803,4175593,217,3.6
2016,145024977,4175593,383,3.6
2015,142763983,4175593,152,3.6
2014,105830361,4175593,277,3.5
