id,full_name,name,type_id,type,wine_region,winery,winery_region,country,ratings_count,ratings_average,alcohol,acidity,fizziness,intensity,sweetness,tannin,url
6590231,Gergenti Nero d'Avola - Merlot,Nero d'Avola - Merlot,1,Red Wine,Sicilia,Gergenti,Terre Siciliane,Italy,1447,3.9,13.5,2.6068223,,4.34146,2.4097548,2.9467175,https://www.vivino.com/GB/en/gergenti-nero-d-avola-merlot-sicilia-red-wine/w/6590231
6590245,Subject to Change Coastview Vineyard Cuvée 831,Coastview Vineyard Cuvée 831,1,Red Wine,South Coast,Subject to Change,Mendocino County,United States,58,4.1,0.0,4.1516666,,4.5606246,1.3777084,3.2677085,https://www.vivino.com/GB/en/subject-change-coastview-vineyard-cuvee-831/w/6590245
6590250,Subject to Change Coastview Chardonnay,Coastview Chardonnay,2,White Wine,South Coast,Subject to Change,Mendocino County,United States,29,3.6,0.0,3.1183019,,4.0909433,2.8860376,,https://www.vivino.com/GB/en/subject-change-coastview-chardonnay/w/6590250
6590254,Juliusspital Würzburger Stein VDP. Erste Lage Silvaner Trocken,Würzburger Stein VDP. Erste Lage Silvaner Trocken,2,White Wine,Franken,Juliusspital,Franken,Germany,751,3.8,12.5,3.7016246,,2.5347333,1.1699746,,https://www.vivino.com/GB/en/de-juliusspital-wurzburger-stein-vdp-erste-lage-silvaner-trocken-franken/w/6590254
6590268,Bodega Las Cepas Laertes Rey Maturana Tinta Organic,Laertes Rey Maturana Tinta Organic,1,Red Wine,Rioja,Bodega Las Cepas,Rioja,Spain,99,3.3,0.0,3.679495,,3.653401,1.7287879,3.965185,https://www.vivino.com/GB/en/las-cepas-laertes-rey-maturana-tinta-organic/w/6590268
6590277,Poggio Bonelli Chianti Colli Senesi,Chianti Colli Senesi,1,Red Wine,Chianti Colli Senesi,Poggio Bonelli,Chianti,Italy,64,3.3,13.0,3.6996627,,3.1823592,1.2216853,3.904944,https://www.vivino.com/GB/en/poggio-bonelli-chianti-colli-senesi-u809f/w/6590277
6590300,Konzelmann Pinot Grigio Lakefront Series,Pinot Grigio Lakefront Series,2,White Wine,Niagara Peninsula,Konzelmann,Niagara-on-the-Lake,Canada,27,4.1,12.5,2.06383,,2.9578724,2.4312768,,https://www.vivino.com/GB/en/konzelmann-pinot-grigio-lakefront-series-w6785/w/6590300
6590310,Wageck-Pfaffmann Riesling Grosskarlbacher,Riesling Grosskarlbacher,2,White Wine,Pfalz,Wageck-Pfaffmann,Pfalz,Germany,27,3.6,0.0,4.4951925,,2.6821153,1.291923,,https://www.vivino.com/GB/en/weingut-wageck-pfaffmann-riesling-grosskarlbacher-e3d44/w/6590310
6590318,Murviedro Sericis Cepas Viejas Monastrell,Sericis Cepas Viejas Monastrell,1,Red Wine,Valencia,Murviedro,Utiel-Requena,Spain,2406,4.1,14.0,3.225259,,4.0117993,2.1000333,3.3733134,https://www.vivino.com/GB/en/murviedro-sericis-cepas-viejas-monastrell-comunitat-valenciana/w/6590318
6590328,Don Bernardino Paporrubio Amandi,Paporrubio Amandi,1,Red Wine,Ribeira Sacra,Don Bernardino,Ribeira Sacra,Spain,172,3.8,13.5,3.2715979,,3.3902063,2.1732988,3.04933,https://www.vivino.com/GB/en/don-bernardino-paporrubio-amandi-h6e74/w/6590328
6590348,Carlos Lucas Lilás Branco,Lilás Branco,2,White Wine,Douro,Carlos Lucas,Alentejano,Portugal,50,3.5,0.0,3.5591667,,3.0,1.0,,https://www.vivino.com/GB/en/carlos-lucas-lilas-branco/w/6590348
6590379,Les Vignerons de Caramany Les Amoureux du Sud Rosé,Les Amoureux du Sud Rosé,4,Rosé Wine,Côtes du Roussillon,Les Vignerons de Caramany,Languedoc-Roussillon,France,17,4.1,0.0,3.5,,3.0,1.0,,https://www.vivino.com/GB/en/les-vignerons-de-caramany-les-amoureux-du-sud-rose/w/6590379
6590391,Domaine de la Vaillère Viognier,Viognier,2,White Wine,Cevennes,Domaine de la Vaillère,Languedoc,France,15,4.4,0.0,1.0,,3.5,2.0,,https://www.vivino.com/GB/en/domaine-de-la-vaillere-viognier/w/6590391
6590437,Black Elk Travitana Cava Brut,Travitana Cava Brut,3,Sparkling,Cava,Black Elk,Castilla y León,Spain,22,3.7,0.0,3.6590698,3.6209304,2.9167442,,,https://www.vivino.com/GB/en/black-elk-cava-brut/w/6590437
6590445,Pacheco Syrah,Syrah,1,Red Wine,Jumilla,Pacheco,Jumilla,Spain,43,3.7,0.0,3.48,,4.0896,1.616,3.576,https://www.vivino.com/GB/en/pacheco-syrah-m8a19/w/6590445
6590475,Frédéric Leprince Chardonnay,Chardonnay,2,White Wine,Bourgogne,Frédéric Leprince,Bourgogne,France,10,3.7,0.0,3.0,,4.071429,1.0,,https://www.vivino.com/GB/en/frederic-leprince-chardonnay/w/6590475
6590495,Delibori Corte al Passo Lugana,Corte al Passo Lugana,2,White Wine,Lugana,Delibori,Verona,Italy,86,3.5,12.5,3.2221155,,3.88125,2.4278846,,https://www.vivino.com/GB/en/cantine-delibori-walter-srl-corte-al-passo-lugana-se828/w/6590495
6590505,Tiefenbrunner Merus Gewürztraminer,Merus Gewürztraminer,2,White Wine,Südtirol - Alto Adige,Tiefenbrunner,Trentino-Alto Adige,Italy,759,4.1,0.0,2.3456306,,3.805338,2.890383,,https://www.vivino.com/GB/en/tiefenbrunner-castel-turmhof-merus-gewurztraminer-alto-adige/w/6590505
6590564,Sokol Blosser Estate Riesling,Estate Riesling,2,White Wine,Columbia Valley,Sokol Blosser,Oregon,United States,46,3.6,0.0,4.018333,,3.0,1.5111905,,https://www.vivino.com/GB/en/sokol-blosser-estate-riesling/w/6590564
6590571,Meander Chenin Blanc,Chenin Blanc,2,White Wine,Breedekloof,Meander,Western Cape,South Africa,362,3.6,0.0,4.0471077,,3.031405,1.3876033,,https://www.vivino.com/GB/en/meander-za-chenin-blanc/w/6590571
6590583,Rebenhof Ürziger Würzgarten von den Felsen Riesling Feinherb,Ürziger Würzgarten von den Felsen Riesling Feinherb,2,White Wine,Mosel,Rebenhof,Mosel,Germany,14,3.9,0.0,4.35,,2.9187498,2.54375,,https://www.vivino.com/GB/en/rebenhof-250847-urziger-wurzgarten-von-den-felsen-riesling-feinherb/w/6590583
6590591,Big Bunch Syrah,Syrah,1,Red Wine,Hawke's Bay,Big Bunch,Hawke's Bay,New Zealand,15,4.0,0.0,3.252436,,3.0453846,1.4597436,3.0879488,https://www.vivino.com/GB/en/big-bunch-syrah/w/6590591
6590635,Savoni ZFD Appassimento,ZFD Appassimento,1,Red Wine,Puglia,Savoni,Puglia,Italy,925,4.0,0.0,2.1814094,,4.620883,2.7859848,2.7006876,https://www.vivino.com/GB/en/savoni-zfd/w/6590635
6590707,Koenig Johann Weingut im Saartal Lebenslust Riesling,Lebenslust Riesling,2,White Wine,Mosel,Koenig Johann Weingut im Saartal,Mosel,Germany,10,4.0,0.0,5.0,,3.0,2.7452564,,https://www.vivino.com/GB/en/koenig-johann-weingut-im-saartal-lebenslust-riesling/w/6590707
