id,full_name,name,type_id,type,wine_region,winery,winery_region,country,ratings_count,ratings_average,alcohol,acidity,fizziness,intensity,sweetness,tannin,url
2306889,Vignobles Chaigne et Fils Château La Clotte de Jouanin Bordeaux,Château La Clotte de Jouanin Bordeaux,1,Red Wine,Bordeaux,Vignobles Chaigne et Fils,Bordeaux,France,318,3.5,13.0,3.849412,,3.762353,1.1726471,3.6786764,https://www.vivino.com/GB/en/vignobles-chaigne-et-fils-bordeaux-t23a69/w/2306889
2306895,Castell Llord Cava Brut Nature,Cava Brut Nature,3,Sparkling,Cava,Castell Llord,Catalunya,Spain,229,3.2,0.0,3.5628366,3.8961058,3.0765383,,,https://www.vivino.com/GB/en/castell-llord-cava-brut-nature/w/2306895
2306908,Il Roncacciolo Vino Da Tavola Vinificato Con Uve Nebbiolo,Vino Da Tavola Vinificato Con Uve Nebbiolo,1,Red Wine,Piemonte,Il Roncacciolo,Piemonte,Italy,14,3.3,0.0,5.0,,4.114865,1.0,5.0,https://www.vivino.com/GB/en/il-roncacciolo-vino-da-tavola-vinificato-con-uve-nebbiolo/w/2306908
2306914,Domaine Francois d'Allaines Rully 1er Cru 'La Fosse',Rully 1er Cru 'La Fosse',2,White Wine,Rully 1er Cru 'La Fosse',Domaine Francois d'Allaines,Côte de Beaune,France,143,3.9,0.0,3.3806818,,4.0,1.1825,,https://www.vivino.com/GB/en/dallaines-francois-rully-1er-cru-la-fosse/w/2306914
2306917,Gérard Bertrand Domaine De Cigalus Rosé,Domaine De Cigalus Rosé,4,Rosé Wine,Vin de Pays,Gérard Bertrand,Languedoc-Roussillon,France,26,3.9,0.0,3.5,,3.310345,1.0,,https://www.vivino.com/GB/en/gerard-bertrand-domaine-de-cigalus-rose/w/2306917
2306926,Pujanza Finca Valdepoleo,Finca Valdepoleo,1,Red Wine,Rioja,Pujanza,Rioja Alavesa,Spain,2020,3.8,0.0,3.825434,,3.683429,1.4981338,3.6753225,https://www.vivino.com/GB/en/pujanza-finca-valdepoleo/w/2306926
2306930,Naked Wines (IT) Marta Soave Superiore classico,Marta Soave Superiore classico,2,White Wine,Veneto,Naked Wines (IT),Veneto,Italy,35,3.4,0.0,3.5450583,,2.5,1.3876163,,https://www.vivino.com/GB/en/marta-magnabosco-150405-marta-soave-superiore-classico/w/2306930
2306936,Skimstone Cabernet - Shiraz,Cabernet - Shiraz,1,Red Wine,Mudgee,Skimstone,Mudgee,Australia,34,3.7,14.2,2.9019608,,5.0,1.0884314,3.1641176,https://www.vivino.com/GB/en/skimstone-cabernet-shiraz/w/2306936
2306943,Barbeito Malvazia Madeira,Malvazia Madeira,24,Fortified Wine,Malmsey Madeira,Barbeito,Madeira,Portugal,404,4.3,0.0,3.9767125,,4.883172,4.9137473,,https://www.vivino.com/GB/en/vinhos-barbeito-malvazia-madeira/w/2306943
2306954,Henri Clerc Vieilles Vignes Bourgogne,Vieilles Vignes Bourgogne,1,Red Wine,Bourgogne,Henri Clerc,Bourgogne,France,58,3.7,13.0,4.0,,2.5,1.2758621,1.9655173,https://www.vivino.com/GB/en/fr-henri-clerc-vieilles-vignes-bourgogne/w/2306954
