year,id,wine_id,vintage_ratings_count,vintage_ratings_average
2018,156222238,1771997,24,4.4
2017,151137377,1771997,24,3.8
2016,145934109,1771997,221,4.4
2015,121901191,1771997,445,4.3
2014,57971940,1771997,352,4.3
2013,5102645,1771997,281,4.2
2012,2951038,1771997,293,4.2
2011,2947350,1771997,220,4.2
2010,3088980,1771997,86,4.2
2009,3355098,1771997,54,4.2
2008,2951076,1771997,13,4.3
2007,2878535,1771997,27,3.8
2015,141569160,1772022,14,3.0
2015,147360683,1772028,11,3.4
2013,9136227,1772031,18,3.3
2018,160082733,1772054,54,3.3
2017,154706726,1772054,111,3.7
2016,147676717,1772054,86,3.7
2015,89927655,1772054,78,3.7
2014,40455935,1772054,54,3.8
2013,6357294,1772054,49,3.4
2012,2878652,1772054,40,3.6
2014,35491440,1772056,14,4.6
2013,17430891,1772056,10,3.8
2012,17430869,1772056,10,4.3
2009,2878657,1772056,32,4.2
2016,150460788,1772057,19,4.1
2011,10031923,1772057,11,3.9
2019,165083737,1772059,43,3.4
2017,156803792,1772059,109,3.6
2016,96396860,1772059,61,3.6
2014,12360404,1772059,93,3.3
2013,4058090,1772059,26,3.1
2012,2878662,1772059,43,3.2
2011,3982146,1772059,13,3.0
2015,155771649,1772068,59,4.4
2007,2878690,1772068,55,4.2
2018,160207170,1772076,219,3.9
2017,158725816,1772076,17,3.9
2016,154282911,1772076,165,3.9
2016,157269400,1772119,40,3.6
2015,150191024,1772119,51,3.7
2014,158186253,1772119,14,3.3
2010,19145010,1772119,17,3.9
2015,63656112,1772137,13,4.5
2014,63656730,1772137,39,4.4
2013,11264137,1772137,70,4.4
2012,10083392,1772137,76,4.4
2011,20114247,1772137,58,4.4
2010,15814880,1772137,50,4.3
2009,10147460,1772137,71,4.5
2008,3332541,1772137,51,4.5
2007,2878912,1772137,55,4.3
2006,3163242,1772137,34,4.4
2005,4386520,1772137,11,4.8
2018,161101270,1772140,34,3.8
2017,156929945,1772140,64,4.0
2016,149022789,1772140,55,4.2
2015,141780459,1772140,52,4.0
2014,9552770,1772140,41,4.0
2013,29293809,1772140,33,4.0
2012,4475848,1772140,14,3.6
2011,4631976,1772158,26,4.4
2017,158608774,1772163,15,4.1
2014,38947209,1772163,44,3.7
2012,3876766,1772163,81,3.9
2011,2879014,1772163,109,3.7
2019,163983965,1772182,32,3.7
2018,159859745,1772182,79,4.1
2017,156949689,1772182,65,4.0
2016,151774255,1772182,79,3.9
2015,32376183,1772182,65,3.9
2014,14318744,1772182,17,4.0
2013,7467947,1772182,19,3.7
2019,164885844,1772183,23,3.6
2014,22326616,1772183,12,3.2
2013,78429176,1772199,10,3.8
2018,161750620,1772222,31,3.6
2017,159142149,1772222,146,3.8
2016,146289663,1772222,26,3.8
2015,53215264,1772222,63,3.8
2014,24535800,1772222,52,3.6
2013,12968400,1772222,37,3.4
2013,8122157,1772230,11,3.9
2015,153211947,1772238,41,4.1
2014,15668338,1772238,20,4.0
2013,145337497,1772238,15,4.1
2012,12516790,1772238,48,4.1
2011,10721019,1772238,11,4.3
2010,34674074,1772238,19,4.1
2018,163881138,1772246,56,3.5
2017,159959314,1772249,16,3.3
2016,157026987,1772249,40,3.6
2013,6225637,1772263,58,3.7
2017,150830757,1772270,26,3.2
2012,6838513,1772270,22,3.5
2018,158395569,1772280,57,4.4
2017,154318971,1772280,81,3.9
2016,154844073,1772280,129,4.2
2015,147148381,1772280,42,3.9
2014,146499552,1772280,25,4.0
2013,32672494,1772280,13,3.8
2012,5125207,1772280,36,3.9
2011,3101120,1772280,11,3.8
2010,2879380,1772280,10,3.3
2015,147327562,1772282,20,3.4
2019,164340324,1772288,11,3.3
2018,161061046,1772288,13,2.7
2014,21130973,1772288,13,3.3
2013,6399180,1772300,76,4.0
2012,2879429,1772300,18,4.0
2017,156746450,1772304,21,3.9
2016,152315268,1772304,74,3.7
2015,145839696,1772304,97,3.8
2014,47774929,1772304,13,3.5
2013,11561149,1772304,86,3.7
2012,3842055,1772304,33,3.5
2015,141897265,1772307,40,3.6
2014,22085052,1772307,225,3.7
2013,4630733,1772307,26,3.7
2012,12397275,1772307,28,3.3
2016,152383768,1772316,14,3.3
2015,31391010,1772316,16,3.6
2017,156869651,1772329,12,3.7
2015,141806923,1772329,24,3.6
2014,27736666,1772329,10,3.7
2018,159162952,1772343,17,3.6
2017,157302430,1772343,34,3.3
2016,154341905,1772343,18,3.6
2015,130636562,1772343,34,3.7
2014,26264628,1772343,19,3.5
2010,3155666,1772343,10,3.6
2016,149418339,1772346,43,3.7
2015,141978461,1772346,61,4.0
2014,18225981,1772346,24,3.4
2013,4749778,1772346,39,3.4
2018,157053961,1772365,139,4.0
2017,156196289,1772365,147,3.9
2016,147143275,1772365,154,4.0
2015,146762338,1772365,169,4.0
2014,38571910,1772365,286,3.8
2013,11911410,1772365,167,3.8
2012,6754470,1772365,157,3.6
2011,3194030,1772365,50,3.8
2010,2879583,1772365,48,3.5
2019,160168241,1772367,24,3.4
2018,156102462,1772367,31,3.5
2017,152847281,1772367,79,3.7
2016,100702072,1772367,67,3.4
2015,14458207,1772367,42,3.4
2014,4622590,1772367,13,3.3
2013,8163632,1772367,14,3.4
2016,146935250,1772370,11,3.9
2015,151128052,1772370,22,3.9
2012,106706853,1772370,10,3.9
2011,9109367,1772370,13,4.1
2010,3572704,1772370,13,3.7
2008,2879592,1772370,14,4.1
2013,82334289,1772374,10,3.7
2011,3941396,1772374,26,3.9
2010,3210340,1772374,12,3.7
2009,2879601,1772374,13,3.5
2010,2879604,1772375,39,3.9
2014,148607538,1772386,11,3.6
2017,152196089,1772388,32,4.4
2016,151470422,1772388,18,4.3
2014,99652114,1772388,14,4.5
2013,28520458,1772388,11,4.1
2012,15123962,1772388,16,4.3
2011,4135342,1772388,13,4.2
2010,3678958,1772388,11,4.5
2008,2879642,1772388,12,3.6
2017,154247926,1772392,27,4.0
2016,154203900,1772392,40,4.4
2015,151189015,1772392,70,4.2
2014,142939202,1772392,58,4.3
2013,23139087,1772392,34,4.6
2012,4413615,1772392,17,4.4
2010,3003274,1772392,13,4.3
2019,159703751,1772409,143,3.9
2018,156852490,1772409,320,3.8
2017,152364183,1772409,431,3.9
2016,141942052,1772409,229,3.8
2015,17040547,1772409,406,3.8
2014,4558782,1772409,451,3.8
2013,5583231,1772409,236,3.9
2012,2883370,1772409,163,3.7
2011,2879687,1772409,94,3.9
2017,156245214,1772428,24,3.6
2015,143105140,1772428,12,3.8
2014,29464984,1772428,20,3.7
2010,2906337,1772430,10,3.1
2011,2879739,1772444,38,3.5
2012,8802930,1772461,10,4.0
2010,2942483,1772461,25,4.2
2009,3490096,1772461,57,3.8
2008,2879764,1772461,134,3.9
2006,3055041,1772461,21,3.8
2017,159611702,1772467,17,4.6
2015,115771929,1772467,10,4.4
2012,9254804,1772467,20,4.8
2016,155992960,1772475,44,3.7
2012,5857425,1772475,26,4.2
2011,5676813,1772475,25,3.7
2009,2879786,1772475,14,4.0
2015,133244723,1772477,11,4.3
2013,10180247,1772477,14,4.3
2010,2879789,1772477,15,4.4
2018,156840829,1772479,28,4.1
2017,153273839,1772479,170,3.8
2016,148309518,1772479,165,3.9
2015,14314317,1772479,181,3.8
2014,4125746,1772479,34,3.5
2013,7247520,1772479,118,3.7
2012,3012218,1772479,80,3.8
2011,2879792,1772479,41,3.8
2010,3932583,1772479,19,3.4
2008,3130486,1772479,13,3.7
2017,155930207,1772493,14,4.3
2013,14819823,1772493,25,4.1
2012,4329232,1772493,43,4.4
2010,3189258,1772493,20,4.2
2016,154747458,1772494,10,4.1
2017,152911497,1772501,34,4.1
2016,149433106,1772501,53,4.2
2015,72771686,1772501,57,4.1
2014,146162376,1772501,76,4.1
2013,11111328,1772501,106,4.2
2012,10040469,1772501,78,4.3
2011,4306845,1772501,44,4.0
2010,2962646,1772501,26,4.2
2009,2879826,1772501,17,3.9
2008,6182554,1772501,10,4.3
1984,149351482,1772501,62,4.1
2018,159654276,1772525,37,3.2
2017,157119270,1772525,37,3.2
2016,148607503,1772525,18,2.9
2015,104396876,1772525,21,3.8
2014,28793985,1772525,19,2.9
